Selected words | Theta
go	-0.939774940095
until	0.0430687516079
point	-0.0642198991035
crazy	-0.0195021474702
available	-0.398014715676
only	-0.535243943468
in	-1.28473646136
bugis	-0.270062788389
n	-0.466804470366
great	-1.39849596327
world	-0.267227156252
la	-0.353710906014
e	-0.970317954323
buffet	-0.0323101060805
cine	-0.0373793827387
there	-1.00822512033
got	-1.48311816351
wat	-1.41982641247
ok	-2.89392372335
lar	-0.725604533822
joking	-0.177895236409
wif	-0.239386192191
u	-1.05939648333
oni	-0.0392992048237
free	1.14290577651
entry	0.168689351841
2	0.681947098493
a	0.348849739036
wkly	0.163147486584
comp	0.0438150100189
to	0.352493090976
win	0.997888291226
fa	0.0419615383948
cup	0.0135785702389
final	0.261887126856
tkts	0.106524136591
21st	0.0187795714903
may	-0.516592628178
2005	0.0922015105323
text	2.22713474393
87121	0.0278557706671
receive	0.540635128226
question	-0.164449808647
std	0.907117701075
txt	2.75660122305
rate	0.902419060632
t	-0.627969093175
c	0.62121003057
s	-1.07572370908
apply	0.364892836893
08452810075over18	0.0209807691974
dun	-0.584440354032
say	-1.29498369308
so	-0.932286116467
early	-0.199349563847
already	-0.683550346846
then	-2.15837310164
nah	-0.508274359675
i	-1.95404742048
don	-0.717523962453
think	-0.339132969268
he	-2.19763552977
goes	-0.11666961378
usf	-0.156792282917
lives	-0.139124861017
around	0.566817148213
here	-0.552908471806
though	0.348840463501
freemsg	1.55241417088
hey	-0.979398304154
darling	1.84041551286
it	-1.00324076739
been	-0.362583731669
3	-0.0542115133904
week	0.294006093041
now	0.274424870479
and	0.222667287316
no	-0.917680133481
word	1.15136988656
back	0.408371865042
d	0.108206492177
like	0.0040962312007
some	-0.530902884434
fun	0.425904737173
you	-0.551466679126
up	-0.669112234262
for	0.141951755351
still	-1.04225646695
tb	0.857582217739
xxx	1.88145618263
send	0.755277830761
â£1	1.52506847393
50	1.25572642987
rcv	1.07174212867
even	-0.162363830185
my	-2.28912697179
brother	-0.598662969675
is	-0.185604809997
not	-0.450156954015
speak	-0.316892832422
with	0.592201213802
me	-2.15058341086
they	0.723378385613
treat	-0.213216435997
as	0.554298522175
per	0.396896086058
your	-0.0978691071159
request	0.0263748020413
melle	-0.390956904469
oru	-0.195478452234
minnaminunginte	-0.195478452234
nurungu	-0.195478452234
vettam	-0.195478452234
has	-0.498084114593
set	0.0388527718347
callertune	-0.670454893739
all	0.114064895772
callers	-0.335227446869
press	-0.614115835647
9	-0.832525282461
copy	-0.33708635871
friends	-0.668668147733
winner	0.43375022696
valued	0.365813391138
network	0.508155918748
customer	0.518636419494
have	-0.319650684576
